grid_x,grid_y,grid_z,average_main_time
100,1,1,400.4435
150,1,1,398.789
200,1,1,400.739
500,1,1,403.012
1000,1,1,461.24699999999996
2000,1,1,462.7195
5000,1,1,458.94899999999996
10000,1,1,393.22450000000003
20000,1,1,408.9575
30000,1,1,409.94000000000005
