grid_x,grid_y,grid_z,average_main_time
100,100,1,11279.95
200,100,1,18409.7
200,200,1,52652.9
300,150,1,57687.1
300,300,1,108708.0
400,200,1,96625.45
400,300,1,141263.0
400,400,1,186517.0
