grid_x,grid_y,grid_z,average_main_time
100,1,1,39.4493
150,1,1,39.7586
200,1,1,41.069199999999995
500,1,1,41.02995
1000,1,1,39.7836
2000,1,1,40.18915
5000,1,1,41.407
10000,1,1,40.17385
20000,1,1,42.35635
30000,1,1,41.169799999999995
