grid_x,grid_y,grid_z,average_main_time
100,1,1,2583.32
150,1,1,2616.66
200,1,1,2643.16
500,1,1,2811.61
1000,1,1,3078.61
2000,1,1,3602.29
5000,1,1,5159.73
10000,1,1,7825.37
20000,1,1,13025.66
30000,1,1,18274.5
