grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
20000,1,1,60102,10,2816.52,13525.5,28017.3
20000,1,1,60102,11,2559.13,13626.7,27996.9
20000,1,1,60102,12,1379.11,13594.9,26549.5
20000,1,1,60102,13,1380.68,13544.5,26662.4
20000,1,1,60102,14,1726.26,13626,27076.7
20000,1,1,60102,15,2550.54,13529,27693.4
20000,1,1,60102,16,1388.2,13508.2,26501.1
20000,1,1,60102,17,1380.31,13578.5,26798.7
20000,1,1,60102,18,1389.58,13504.2,26722.7
20000,1,1,60102,19,1381.41,13523.3,26591.8
20000,1,1,60102,1,2137.95,13559.2,27551.4
20000,1,1,60102,20,1395.33,13655.9,26832.4
20000,1,1,60102,21,1966.5,13603.3,27383.5
20000,1,1,60102,22,2459.1,13589.8,27777.8
20000,1,1,60102,23,2682.3,13533.9,27802.7
20000,1,1,60102,24,2311.88,13487.6,27590.5
20000,1,1,60102,25,1391.92,13558.5,26846.1
20000,1,1,60102,26,1385.55,13539.2,26610.3
20000,1,1,60102,27,2301.1,13531.9,27582
20000,1,1,60102,28,2782.24,13601.2,28133
20000,1,1,60102,29,1375.78,13519.7,26473.7
20000,1,1,60102,2,1822.66,13563.8,26932.1
20000,1,1,60102,30,1520.42,13695.6,27061.6
20000,1,1,60102,31,1373.57,13733.6,27134.5
20000,1,1,60102,32,1382.66,13586.6,26787.3
20000,1,1,60102,33,1901.79,13592.6,27200.2
20000,1,1,60102,34,1392.25,13767.6,27104.8
20000,1,1,60102,35,1392.36,13670.4,26769.1
20000,1,1,60102,36,1411.93,13507.6,26522.9
20000,1,1,60102,37,1721.05,13586.7,26890.9
20000,1,1,60102,38,1395.38,13632.9,26697.1
20000,1,1,60102,39,1374.63,13517.6,26940
20000,1,1,60102,3,1394.11,13808.7,27016.9
20000,1,1,60102,40,1772.46,13527.3,27272.5
20000,1,1,60102,41,1393.43,13556.5,26608.2
20000,1,1,60102,42,1799.42,13574.2,28203.4
20000,1,1,60102,43,1384.29,13591.7,26719.7
20000,1,1,60102,44,1388.72,13702.6,26868.8
20000,1,1,60102,45,1717.18,13521.8,27933.9
20000,1,1,60102,46,1396.32,13629.8,27048
20000,1,1,60102,47,1392.3,13518.5,26761.5
20000,1,1,60102,48,1383.37,13672.6,28192.9
20000,1,1,60102,49,2721.53,13561.1,28184.3
20000,1,1,60102,4,2662.99,13579.6,28077.6
20000,1,1,60102,50,2124.55,13569.3,27736.5
20000,1,1,60102,5,1384.46,13550.8,26628.4
20000,1,1,60102,6,1607.35,13550.3,26903.6
20000,1,1,60102,7,1397.59,13582.7,26647.5
20000,1,1,60102,8,1957.04,13568.3,27209.7
20000,1,1,60102,9,1391.22,13620.1,26937.3
