grid_x,grid_y,grid_z,average_main_time
100,1,1,5355.625900000001
150,1,1,5369.985
200,1,1,5367.7465
500,1,1,5526.151599999998
1000,1,1,5813.977199999998
2000,1,1,6275.915800000001
5000,1,1,7500.2498
10000,1,1,9602.546899999998
20000,1,1,13585.638000000003
30000,1,1,17867.84
