grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
2000,1,1,60102,100,136.349,6227.19,18033.7
2000,1,1,60102,10,278.929,6316.89,18503.5
2000,1,1,60102,11,277.968,6412.15,18868.1
2000,1,1,60102,12,278.419,6223.27,18298.8
2000,1,1,60102,13,221.27,6304.92,18477.2
2000,1,1,60102,14,185.192,6263.54,18208.9
2000,1,1,60102,15,285.552,6282.4,18458.6
2000,1,1,60102,16,288.467,6229.1,18364.9
2000,1,1,60102,17,278.088,6309.08,18570.3
2000,1,1,60102,18,281.886,6273.4,18602.4
2000,1,1,60102,19,295.651,6327.38,18526.8
2000,1,1,60102,1,277.346,6244.58,18564.1
2000,1,1,60102,20,288.197,6313.63,18605
2000,1,1,60102,21,297.014,6240.2,18412.6
2000,1,1,60102,22,277.307,6278.6,18438.1
2000,1,1,60102,23,249.253,6216.47,18229.6
2000,1,1,60102,24,137.671,6245.18,18251.9
2000,1,1,60102,25,235.337,6273.86,18310.9
2000,1,1,60102,26,301.102,6250.07,18500.6
2000,1,1,60102,27,211.071,6216.11,18267.3
2000,1,1,60102,28,278.509,6263.07,18487.4
2000,1,1,60102,29,137.381,6241.48,18244.7
2000,1,1,60102,2,284.56,6292.37,18619
2000,1,1,60102,30,323.805,6421.87,18707.3
2000,1,1,60102,31,138.623,6321.01,18355.7
2000,1,1,60102,32,277.987,6290.56,18510.2
2000,1,1,60102,33,279.46,6247.58,18376.9
2000,1,1,60102,34,144.745,6250.49,18262.3
2000,1,1,60102,35,303.196,6302.74,18702.1
2000,1,1,60102,36,137.391,6266.01,18331
2000,1,1,60102,37,137.07,6237.53,18377.1
2000,1,1,60102,38,137.491,6304.09,18491.2
2000,1,1,60102,39,301.713,6239.87,18519.8
2000,1,1,60102,3,170.724,6250.39,18330.5
2000,1,1,60102,40,193.026,6253.94,18145.1
2000,1,1,60102,41,287.335,6266.2,18493.1
2000,1,1,60102,42,137.811,6276.77,18258.3
2000,1,1,60102,43,208.797,6313.34,18321.7
2000,1,1,60102,44,219.466,6223.8,18316.1
2000,1,1,60102,45,218.455,6256.15,18175
2000,1,1,60102,46,139.926,6262.57,18284.7
2000,1,1,60102,47,220.258,6251.87,18309.1
2000,1,1,60102,48,170.794,6270.25,18295.9
2000,1,1,60102,49,171.175,6280.65,18209.9
2000,1,1,60102,4,169.952,6291.03,18399.8
2000,1,1,60102,50,296.273,6288.85,18337
2000,1,1,60102,51,136.869,6413.81,18492.5
2000,1,1,60102,52,277.297,6233.54,18437.5
2000,1,1,60102,53,169.942,6380.78,18579.2
2000,1,1,60102,54,150.776,6282.34,18330.3
2000,1,1,60102,55,263.48,6375.05,18570.2
2000,1,1,60102,56,172.527,6237.81,18288.3
2000,1,1,60102,57,137.25,6245.75,18226.1
2000,1,1,60102,58,171.296,6229.54,18313.8
2000,1,1,60102,59,270.173,6409.72,18713.8
2000,1,1,60102,5,137.902,6303.55,18371.9
2000,1,1,60102,60,265.785,6274.06,18603
2000,1,1,60102,61,137.181,6332.4,18347.6
2000,1,1,60102,62,143.943,6285.98,18244.1
2000,1,1,60102,63,263.06,6293.73,18357.7
2000,1,1,60102,64,269.391,6305.29,18371
2000,1,1,60102,65,136.969,6253.92,18172.4
2000,1,1,60102,66,138.873,6253.17,18250.5
2000,1,1,60102,67,278.418,6322.92,18450.8
2000,1,1,60102,68,137.401,6269.89,18325.5
2000,1,1,60102,69,169.783,6227.76,18415
2000,1,1,60102,6,137.651,6242.17,18267.8
2000,1,1,60102,70,270.363,6192.38,18321.9
2000,1,1,60102,71,279.661,6260.37,18439.5
2000,1,1,60102,72,157.109,6262.75,18324.9
2000,1,1,60102,73,170.543,6217.11,18026
2000,1,1,60102,74,137.15,6239.03,18054.7
2000,1,1,60102,75,170.023,6213.69,18138.5
2000,1,1,60102,76,136.288,6289.72,18219.3
2000,1,1,60102,77,295.461,6222.85,18378.1
2000,1,1,60102,78,298.396,6496.98,18790.9
2000,1,1,60102,79,250.486,6293.55,18427.7
2000,1,1,60102,7,279.15,6291.27,18485.4
2000,1,1,60102,80,308.435,6282.52,18664.5
2000,1,1,60102,81,136.519,6265.07,18417.4
2000,1,1,60102,82,278.658,6240.21,18323.6
2000,1,1,60102,83,137.993,6281.35,18349.6
2000,1,1,60102,84,301.192,6265.33,18389.1
2000,1,1,60102,85,277.958,6221.1,18259.4
2000,1,1,60102,86,138.894,6294.19,18409.8
2000,1,1,60102,87,280.412,6213.06,18332.9
2000,1,1,60102,88,261.746,6225.99,18365.1
2000,1,1,60102,89,137.251,6221.4,18336.5
2000,1,1,60102,8,292.745,6329.38,18655.4
2000,1,1,60102,90,331.329,6290.21,18645
2000,1,1,60102,91,136.739,6300.76,18230.6
2000,1,1,60102,92,136.479,6255.49,18275.4
2000,1,1,60102,93,277.567,6258.88,18308.6
2000,1,1,60102,94,278.118,6272.35,18252.3
2000,1,1,60102,95,148.933,6249.88,18102.6
2000,1,1,60102,96,278.018,6262.39,18507.2
2000,1,1,60102,97,150.325,6224.23,18206.7
2000,1,1,60102,98,137.591,6252.2,18197.9
2000,1,1,60102,99,137.892,6250.4,17945
2000,1,1,60102,9,201.151,6369.81,18564.9
