grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
150,1,1,60102,100,16.882,5474.3,25718.9
150,1,1,60102,10,24.757,5467.1,16248.2
150,1,1,60102,11,27.412,5303.68,15972.2
150,1,1,60102,12,25.629,5358.91,16281.8
150,1,1,60102,13,24.106,5487.01,58880.6
150,1,1,60102,14,16.682,5326.37,15836
150,1,1,60102,15,15.088,5326.39,15990.5
150,1,1,60102,16,16.22,5333.55,16148.9
150,1,1,60102,17,12.835,5340.89,15879.8
150,1,1,60102,18,25.158,5333.75,16181.1
150,1,1,60102,19,24.847,5295.14,15997.7
150,1,1,60102,1,37.291,5372.73,16040.7
150,1,1,60102,20,30.057,5347.02,23004.4
150,1,1,60102,21,20.218,5416.85,16437.6
150,1,1,60102,22,26.361,5811.16,16558.5
150,1,1,60102,23,29.916,5402.63,23308.8
150,1,1,60102,24,14.738,5304.26,15791
150,1,1,60102,25,23.745,5306.75,15879.3
150,1,1,60102,26,24.216,5306.75,25764.3
150,1,1,60102,27,25.479,5282.68,17088.5
150,1,1,60102,28,14.037,5301.62,15927.5
150,1,1,60102,29,23.655,5417.2,17391.6
150,1,1,60102,2,20.408,5327.34,15804.4
150,1,1,60102,30,13.335,5275.08,15723.7
150,1,1,60102,31,13.295,5333.57,16494.4
150,1,1,60102,32,17.063,5365.47,16026.2
150,1,1,60102,33,24.576,5477.81,23458.7
150,1,1,60102,34,25.498,5318.94,16150.4
150,1,1,60102,35,25.699,5274.51,15989.8
150,1,1,60102,36,29.316,5367.52,17455.7
150,1,1,60102,37,25.278,5459.04,16218.4
150,1,1,60102,38,23.295,5287.64,15856.2
150,1,1,60102,39,16.311,5284.67,17383.5
150,1,1,60102,3,14.838,5281.05,15777.4
150,1,1,60102,40,16.962,5495.54,16109.5
150,1,1,60102,41,23.966,5404.68,15956
150,1,1,60102,42,24.327,5318.17,17703.9
150,1,1,60102,43,15.57,5412.76,16278
150,1,1,60102,44,20.138,5320.28,15919.5
150,1,1,60102,45,24.787,5383.03,17411.1
150,1,1,60102,46,17.102,5421.52,23171.3
150,1,1,60102,47,16.792,5373.65,16070.3
150,1,1,60102,48,20.359,5362.54,17172.6
150,1,1,60102,49,15.279,5289.15,16195.7
150,1,1,60102,4,14.187,5335.24,16252.6
150,1,1,60102,50,14.126,5318.27,15991.5
150,1,1,60102,51,27.041,5297.81,15845.8
150,1,1,60102,52,13.266,5329.34,16138.1
150,1,1,60102,53,14.327,5290.73,15811
150,1,1,60102,54,26.33,5347.5,16512.4
150,1,1,60102,55,20.048,5319.72,16350.1
150,1,1,60102,56,14.347,5448.78,16857.1
150,1,1,60102,57,23.725,5330.64,15844.6
150,1,1,60102,58,30.629,5353.19,15998.8
150,1,1,60102,59,24.536,5610.93,16199.1
150,1,1,60102,5,24.106,5422.44,16126.1
150,1,1,60102,60,24.537,5284.37,15889.9
150,1,1,60102,61,13.615,5337.3,16121.4
150,1,1,60102,62,20.64,5543.47,16318.3
150,1,1,60102,63,13.997,5377.35,16263.9
150,1,1,60102,64,32.451,5317.4,15912.8
150,1,1,60102,65,24.536,5752.75,23560.7
150,1,1,60102,66,24.697,5394.17,15925.3
150,1,1,60102,67,16.932,5334.6,15920.5
150,1,1,60102,68,25.337,5319.79,16255.4
150,1,1,60102,69,15.128,5296.06,16105.6
150,1,1,60102,6,20.429,5374.52,16380.9
150,1,1,60102,70,15.028,5338.05,15908.6
150,1,1,60102,71,14.687,5333.98,16019.8
150,1,1,60102,72,24.156,5392.66,16108.3
150,1,1,60102,73,23.866,5419.88,16256.9
150,1,1,60102,74,20.179,5325.31,15882.3
150,1,1,60102,75,25.809,5331.92,16202
150,1,1,60102,76,12.494,5290.31,15797.3
150,1,1,60102,77,25.348,5487.77,16421.2
150,1,1,60102,78,14.988,5311.83,15876.6
150,1,1,60102,79,12.053,5382.49,15993.3
150,1,1,60102,7,13.025,5392.76,16043.6
150,1,1,60102,80,13.065,5325.81,15980.4
150,1,1,60102,81,16.501,5434.41,23342
150,1,1,60102,82,12.483,5286.3,15994.3
150,1,1,60102,83,23.715,5447.95,16268.6
150,1,1,60102,84,14.267,5308.7,15983.5
150,1,1,60102,85,17.523,5385.6,16046.1
150,1,1,60102,86,14.067,5323.94,16221.7
150,1,1,60102,87,13.014,5460.78,16026.9
150,1,1,60102,88,14.086,5511.41,77125.4
150,1,1,60102,89,29.927,5318.93,17409.9
150,1,1,60102,8,35.448,5419.62,16206.5
150,1,1,60102,90,23.344,5307.38,17274.8
150,1,1,60102,91,23.304,5433.16,135178
150,1,1,60102,92,13.807,5275.6,17211.9
150,1,1,60102,93,14.698,5337.95,17234.8
150,1,1,60102,94,24.035,5536.75,26002.3
150,1,1,60102,95,24.206,5332.95,17072.8
150,1,1,60102,96,20.149,5301,17320.7
150,1,1,60102,97,13.937,5321.1,25200
150,1,1,60102,98,24.005,5362.8,17397.9
150,1,1,60102,99,24.326,5360.66,17318.7
150,1,1,60102,9,21,5311.67,17295.8
